"price","address","squares","type","year","age","bed","bath","tax","fee"
"$798,000","506 1067 Marinaside Crescent, Vancouver West, BC","776 sq.ft.","Residential, Condo","2001","17","1","1","$1,984",NA
"$798,000","910 7468 Lansdowne Road, Richmond, BC","833 sq.ft.","Residential, Condo","2017","1","2","2","$2,057",NA
"$795,000","1405 1050 Burrard Street, Vancouver West, BC","685 sq.ft.","Residential, Condo","1994","24","1","1","$1,219",NA
"$790,000","320 360 E 36th Avenue, Vancouver East, BC","1,102 sq.ft.","Residential, Condo","1995","23","2","2","$1,612",NA
"$790,000","906 7063 Hall Avenue, Burnaby, BC","1,044 sq.ft.","Residential, Condo","2007","11","2","2","$2,376",NA
"$790,000","223 2545 W Broadway, Vancouver West, BC","871 sq.ft.","Residential, Condo","1995","23","2","2+1","$1,827",NA
"$790,000","502 1480 Howe Street, Vancouver West, BC","530 sq.ft.","Residential, Condo","2019",NA,"1","1",NA,NA
"$789,999","503 4400 Buchanan Street, Burnaby, BC","897 sq.ft.","Residential, Condo","2010","8","2","2","$1,954",NA
"$789,900","304 3480 Main Street, Vancouver East, BC","898 sq.ft.","Residential, Condo","1993","25","2","2","$1,604",NA
"$789,900","202 1195 W 8th Avenue, Vancouver West, BC","804 sq.ft.","Residential, Condo","1997","21","2","2","$1,641",NA
"$789,000","105 1396 Burnaby Street, Vancouver West, BC","1,055 sq.ft.","Residential, Condo","1977","41","2","2","$1,807",NA
"$789,000","504 8811 Lansdowne Road, Richmond, BC","1,357 sq.ft.","Residential, Condo","1990","28","2","2","$1,999",NA
"$789,000","205 1868 W 5th Avenue, Vancouver West, BC","730 sq.ft.","Residential, Condo","2000","18","1","1","$1,841",NA
"$789,000","1103 1555 Eastern Avenue, North Vancouver, BC","990 sq.ft.","Residential, Condo","1991","27","2","2","$1,986",NA
"$789,000","102 1595 W 14th Avenue, Vancouver West, BC","965 sq.ft.","Residential, Condo","1953","65","2","1","$1,257",NA
"$789,000","519 9373 Hemlock Drive, Richmond, BC","1,060 sq.ft.","Residential, Condo","2009","9","2","2","$2,123",NA
"$789,000","1201 5599 Cooney Road, Richmond, BC","716 sq.ft.","Residential, Condo","2018",NA,"2","2",NA,NA
"$789,000","1008 850 Burrard Street, Vancouver West, BC","833 sq.ft.","Residential, Condo","1984","34","1","1","$1,590",NA
"$788,888","903 8831 Lansdowne Road, Richmond, BC","1,357 sq.ft.","Residential, Condo","1991","27","2","2","$1,629",NA
"$788,888","1003 4189 Halifax Street, Burnaby, BC","855 sq.ft.","Residential, Condo","2015","3","2","2","$2,495",NA
"$788,888","1904 838 W Hastings Street, Vancouver West, BC","598 sq.ft.","Residential, Condo","2011","7","1","1","$1,809",NA
"$788,800","312 100 Capilano Road, Port Moody, BC","1,202 sq.ft.","Residential, Condo","2005","13","2","2","$2,267",NA
"$788,800","1402 120 Milross Avenue, Vancouver East, BC","778 sq.ft.","Residential, Condo","2004","14","1","1","$1,777",NA
"$788,000","2205 6188 Patterson Avenue, Burnaby, BC","1,118 sq.ft.","Residential, Condo","1992","26","2","2","$2,678",NA
"$788,000","305 701 W Victoria Park, North Vancouver, BC","926 sq.ft.","Residential, Condo","1980","38","2","2","$1,989",NA
"$788,000","603 8333 Sweet Avenue, Richmond, BC","890 sq.ft.","Residential, Condo","2017","1","2","2","$2,086",NA
"$788,000","2204 5885 Olive Avenue, Burnaby, BC","1,156 sq.ft.","Residential, Condo","1990","28","2","2","$1,840",NA
"$788,000","1003 1239 W Georgia Street, Vancouver West, BC","703 sq.ft.","Residential, Condo","2000","18","1","1",NA,NA
"$788,000","1207 7117 Elmbridge Way, Richmond, BC","1,117 sq.ft.","Residential, Condo","2012","6","2","2","$2,230",NA
"$788,000","2105 7090 Edmonds Street, Burnaby, BC","827 sq.ft.","Residential, Condo","2012","6","2","2","$1,763",NA
"$788,000","308 2020 W 12th Avenue, Vancouver West, BC","768 sq.ft.","Residential, Condo","2010","8","1","1","$1,564",NA
"$788,000","S106 5289 Cambie Street, Vancouver West, BC","635 sq.ft.","Residential, Condo","2019",NA,"1","1",NA,NA
"$788,000","607 3488 Sawmill Crescent, Vancouver East, BC","842 sq.ft.","Residential, Condo","2018",NA,"2","2","$787",NA
"$788,000","1001 1205 Howe Street, Vancouver West, BC","653 sq.ft.","Residential, Condo","2010","8","1","1","$1,799",NA
"$788,000","1000 6521 Bonsor Avenue, Burnaby, BC","1,270 sq.ft.","Residential, Condo","1991","27","2","2","$2,333",NA
"$788,000","128 5800 Andrews Road, Richmond, BC","1,241 sq.ft.","Residential, Condo","1997","21","2","2","$2,097",NA
"$788,000","2102 488 Sw Marine Drive, Vancouver West, BC","707 sq.ft.","Residential, Condo","2015","3","2","1","$1,769",NA
"$786,000","1101 3111 Corvette Way, Richmond, BC","1,071 sq.ft.","Residential, Condo","2010","8","2","2","$1,702",NA
"$786,000","409 5199 Brighouse Way, Richmond, BC","803 sq.ft.","Residential, Condo","2013","5","1","1","$1,716",NA
"$786,000","501 4189 Halifax Street, Burnaby, BC","942 sq.ft.","Residential, Condo","2015","3","2","2","$2,574",NA
"$786,000","301 6088 Minoru Boulevard, Richmond, BC","1,058 sq.ft.","Residential, Condo","1997","21","2","2","$1,933",NA
"$785,000","101 2091 Vine Street, Vancouver West, BC","746 sq.ft.","Residential, Condo","1991","27","2","2+1","$1,548",NA
"$785,000","609 3289 Riverwalk Avenue, Vancouver East, BC","927 sq.ft.","Residential, Condo","2018",NA,"2","2",NA,NA
"$785,000","308 5880 Dover Crescent, Richmond, BC","1,195 sq.ft.","Residential, Condo","1996","22","3","2","$1,870",NA
"$784,900","Ph48 5355 Lane Street, Burnaby, BC","905 sq.ft.","Residential, Condo","2020",NA,"3","2",NA,NA
"$782,000","402 7680 Granville Avenue, Richmond, BC","1,198 sq.ft.","Residential, Condo","1997","21","3","2","$1,635",NA
"$782,000","1601 833 Seymour Street, Vancouver West, BC","626 sq.ft.","Residential, Condo","2011","7","1","1","$1,472",NA
"$780,000","1601 1185 Quayside Drive, New Westminster, BC","1,613 sq.ft.","Residential, Condo","1995","23","3","2","$2,736",NA
"$780,000","301 4083 W Cambie Street, Vancouver West, BC","630 sq.ft.","Residential, Condo","2017","1","1","1","$1,881",NA
"$779,800","503 9283 Government Street, Burnaby, BC","1,254 sq.ft.","Residential, Condo","2007","11","3","2","$2,506",NA
"$779,000","1806 5900 Alderbridge Way, Richmond, BC","980 sq.ft.","Residential, Condo","2008","10","2","2","$1,861",NA
"$779,000","Ph4 983 E Hastings Street, Vancouver East, BC","709 sq.ft.","Residential, Condo","2018",NA,"2","1","$898",NA
"$779,000","513 10033 River Drive, Richmond, BC","1,067 sq.ft.","Residential, Condo","2014","4","2","2","$1,822",NA
"$779,000","2808 928 Beatty Street, Vancouver West, BC","675 sq.ft.","Residential, Condo","2005","13","1","1","$1,839",NA
"$779,000","Ph3 3939 Knight Street, Vancouver East, BC","840 sq.ft.","Residential, Condo","2017","1","2","2","$2,071",NA
"$779,000","501 168 Powell Street, Vancouver East, BC","990 sq.ft.","Residential, Condo","2009","9","2","1","$1,896",NA
"$779,000","102 9300 University Crescent, Burnaby, BC","1,725 sq.ft.","Residential, Condo","2005","13","4","3","$2,860",NA
"$778,800","2707 977 Mainland Street, Vancouver West, BC","614 sq.ft.","Residential, Condo","2008","10","1","1+1","$1,878",NA
"$778,500","1605 4028 Knight Street, Vancouver East, BC","959 sq.ft.","Residential, Condo","2008","10","2","2","$1,480",NA
"$778,000","2505 6088 Willingdon Avenue, Burnaby, BC","929 sq.ft.","Residential, Condo","2000","18","2","2","$2,152",NA
"$778,000","308 2408 E Broadway, Vancouver East, BC","922 sq.ft.","Residential, Condo","2014","4","2","2","$1,587",NA
"$778,000","323 9399 Alexandra Road, Richmond, BC","956 sq.ft.","Residential, Condo","2015","3","2","2","$1,916",NA
"$778,000","716 2799 Yew Street, Vancouver West, BC","651 sq.ft.","Residential, Condo","2003","15","1","1","$1,720",NA
"$778,000","401 2119 Bellevue Avenue, West Vancouver, BC","760 sq.ft.","Residential, Condo","1977","41","2","1","$1,691",NA
"$777,777","21 6233 Birch Street, Richmond, BC","1,300 sq.ft.","Residential, Condo","2003","15","3","3+1","$2,299",NA
"$775,000","805 7878 Westminster Highway, Richmond, BC","1,123 sq.ft.","Residential, Condo","1997","21","3","2","$1,930",NA
"$775,000","2102 7088 18th Avenue, Burnaby, BC","969 sq.ft.","Residential, Condo","2007","11","2","2","$2,470",NA
"$775,000","312 1061 Marine Drive, North Vancouver, BC","873 sq.ft.","Residential, Condo","2017","1","2","2",NA,NA
"$775,000","103 1877 W 5th Avenue, Vancouver West, BC","1,038 sq.ft.","Residential, Condo","1975","43","2","2","$1,610",NA
"$775,000","206 608 Belmont Street, New Westminster, BC","914 sq.ft.","Residential, Condo","2013","5","2","2","$2,199",NA
"$774,900","365 5355 Lane Street, Burnaby, BC","900 sq.ft.","Residential, Condo","2020",NA,"3","2",NA,NA
"$773,000","311 555 Abbott Street, Vancouver West, BC","970 sq.ft.","Residential, Condo","1995","23","2","1","$1,987",NA
"$770,000","4511 1480 Howe Street, Vancouver West, BC","415 sq.ft.","Residential, Condo","2019",NA,"1","1",NA,NA
"$770,000","1607 6651 Minoru Boulevard, Richmond, BC","1,625 sq.ft.","Residential, Condo","1973","45","3","2","$1,760",NA
"$769,900","301 2666 Duke Street, Vancouver East, BC","819 sq.ft.","Residential, Condo","2020",NA,"3","2",NA,NA
"$769,900","1107 7535 Alderbridge Way, Richmond, BC","1,060 sq.ft.","Residential, Condo","2007","11","2","2","$1,692",NA
"$769,900","12 2130 Marine Drive, West Vancouver, BC","839 sq.ft.","Residential, Condo","1988","30","1","1","$1,296",NA
"$769,900","303 1245 Quayside Drive, New Westminster, BC","1,502 sq.ft.","Residential, Condo","1991","27","2","3+1","$2,430",NA
"$769,900","1802 1082 Seymour Street, Vancouver West, BC","708 sq.ft.","Residential, Condo","2006","12","1","1","$1,831",NA
"$769,800","112 719 W 3rd Street, North Vancouver, BC","803 sq.ft.","Residential, Condo","2017","1","2","2","$1,803",NA
"$769,000","3018 5511 Hollybridge Way, Richmond, BC","1,009 sq.ft.","Residential, Condo","2014","4","2","2","$1,674",NA
"$769,000","503 933 Seymour Street, Vancouver West, BC","706 sq.ft.","Residential, Condo","1998","20","1","1","$1,436",NA
"$769,000","1506 1331 Alberni Street, Vancouver West, BC","600 sq.ft.","Residential, Condo","1999","19","1","1","$1,582",NA
"$769,000","1526 938 Smithe Street, Vancouver West, BC","648 sq.ft.","Residential, Condo","2005","13","1","1","$1,627",NA
"$769,000","303 1555 Eastern Avenue, North Vancouver, BC","964 sq.ft.","Residential, Condo","1991","27","2","2","$1,871",NA
"$769,000","1108 5599 Cooney Road, Richmond, BC","839 sq.ft.","Residential, Condo","2018",NA,"2","2",NA,NA
"$769,000","709 5399 Cedarbridge Way, Richmond, BC","997 sq.ft.","Residential, Condo","2015","3","2","2","$2,281",NA
"$769,000","1604 5665 Boundary Road, Vancouver East, BC","849 sq.ft.","Residential, Condo","2017","1","2","2","$1,894",NA
"$768,000","301 5635 Patterson Avenue, Burnaby, BC","1,184 sq.ft.","Residential, Condo","1990","28","2","2","$2,091",NA
"$768,000","303 1372 Seymour Street, Vancouver West, BC","555 sq.ft.","Residential, Condo","2013","5","1","1","$1,479",NA
"$768,000","1109 7090 Edmonds Street, Burnaby, BC","827 sq.ft.","Residential, Condo","2012","6","2","2","$2,093",NA
"$768,000","202 14100 Riverport Way, Richmond, BC","1,166 sq.ft.","Residential, Condo","2006","12","2","2","$1,778",NA
"$768,000","2205 777 Richards Street, Vancouver West, BC","515 sq.ft.","Residential, Condo","2016","2","1","1","$1,683",NA
"$768,000","3002 888 Carnarvon Street, New Westminster, BC","1,152 sq.ft.","Residential, Condo","2010","8","2","2","$2,645",NA
"$768,000","508 55 E Cordova Street, Vancouver East, BC","787 sq.ft.","Residential, Condo","2006","12","1","1","$1,643",NA
"$768,000","21c 6128 Patterson Avenue, Burnaby, BC","1,155 sq.ft.","Residential, Condo","1992","26","2","2","$2,507",NA
"$768,000","112 1425 Cypress Street, Vancouver West, BC","730 sq.ft.","Residential, Condo","1977","41","2","1","$1,522",NA
"$768,000","211 5888 Dover Crescent, Richmond, BC","1,200 sq.ft.","Residential, Condo","1997","21","3","2","$1,757",NA
"$766,000","405 7051 Blundell Road, Richmond, BC","1,332 sq.ft.","Residential, Condo","1992","26","2","2","$1,304",NA
"$766,000","2103 4350 Beresford Street, Burnaby, BC","1,098 sq.ft.","Residential, Condo","1987","31","2","2","$2,313",NA
"$765,000","306 6033 Katsura Street, Richmond, BC","1,174 sq.ft.","Residential, Condo","2007","11","3","2","$1,648",NA
"$765,000","402 5989 Iona Drive, Vancouver West, BC","734 sq.ft.","Residential, Condo","2007","11","1","1","$1,081",NA
"$765,000","2114 5113 Garden City Road, Richmond, BC","1,242 sq.ft.","Residential, Condo","2005","13","3","2","$1,690",NA
"$764,900","251 5355 Lane Street, Burnaby, BC","900 sq.ft.","Residential, Condo","2020",NA,"3","2",NA,NA
"$764,800","1405 811 Nw Helmcken Street, Vancouver West, BC","810 sq.ft.","Residential, Condo","1995","23","2","2","$1,597",NA
"$763,000","1503 5885 Olive Avenue, Burnaby, BC","1,155 sq.ft.","Residential, Condo","1990","28","2","2","$2,358",NA
"$760,000","208 231 E Pender Street, Vancouver East, BC","791 sq.ft.","Residential, Condo","2016","2","2","1","$1,634",NA
"$760,000","201 5723 Collingwood Street, Vancouver West, BC","888 sq.ft.","Residential, Condo","2001","17","2","2","$1,460",NA
"$760,000","615 1330 Burrard Street, Vancouver West, BC","627 sq.ft.","Residential, Condo","1978","40","1","1","$1,200",NA
"$759,900","Ph1 410 Carnarvon Street, New Westminster, BC","1,385 sq.ft.","Residential, Condo","1991","27","2","2","$2,556",NA
"$759,900","2408 610 Granville Street, Vancouver West, BC","652 sq.ft.","Residential, Condo","2006","12","1","1","$1,957",NA
"$759,900","1708 1001 Richards Street, Vancouver West, BC","602 sq.ft.","Residential, Condo","2004","14","1","1","$1,713",NA
"$759,900","316 7133 14th Avenue, Burnaby, BC","948 sq.ft.","Residential, Condo","2021",NA,"3","2",NA,NA
"$759,900","407 2680 Arbutus Street, Vancouver West, BC","808 sq.ft.","Residential, Condo","2003","15","2","1","$1,673",NA
"$759,900","410 1012 Auckland Street, New Westminster, BC","1,019 sq.ft.","Residential, Condo","2020",NA,"3","2",NA,NA
"$759,000","301 7888 Ackroyd Road, Richmond, BC","1,002 sq.ft.","Residential, Condo","2015","3","2","2","$2,027",NA
"$759,000","412 260 Salter Street, New Westminster, BC","1,322 sq.ft.","Residential, Condo","2016","2","3","3","$2,942",NA
"$759,000","407 2601 Whiteley Court, North Vancouver, BC","990 sq.ft.","Residential, Condo","2009","9","2","2","$3,005",NA
"$759,000","1001 720 Hamilton Street, New Westminster, BC","1,255 sq.ft.","Residential, Condo","2006","12","2","2","$2,674",NA
"$759,000","407 1275 Hamilton Street, Vancouver West, BC","676 sq.ft.","Residential, Condo","2002","16","1","1","$1,600",NA
"$759,000","1908 125 E 14th Street, North Vancouver, BC","630 sq.ft.","Residential, Condo","2017","1","1","1","$1,951",NA
"$759,000","1906 6088 Willingdon Avenue, Burnaby, BC","1,024 sq.ft.","Residential, Condo","1999","19","2","2","$2,630",NA
"$758,900","307 1030 W Broadway, Vancouver West, BC","770 sq.ft.","Residential, Condo","2007","11","1","1","$1,304",NA
"$758,800","105 2 Renaissance Square, New Westminster, BC","1,198 sq.ft.","Residential, Condo","1991","27","2","2","$2,526",NA
"$758,800","305 2033 W 10th Avenue, Vancouver West, BC","586 sq.ft.","Residential, Condo","2017","1","1","1","$1,629",NA
"$758,800","511 10033 River Drive, Richmond, BC","1,053 sq.ft.","Residential, Condo","2014","4","2","2","$2,221",NA
"$758,000","303 271 Francis Way, New Westminster, BC","1,051 sq.ft.","Residential, Condo","2016","2","2","2","$3,012",NA
"$758,000","201 6875 Dunblane Avenue, Burnaby, BC","963 sq.ft.","Residential, Condo","2016","2","3","2","$2,157",NA
"$758,000","302 8831 Lansdowne Road, Richmond, BC","1,260 sq.ft.","Residential, Condo","1991","27","2","2","$1,763",NA
"$758,000","1806 4178 Dawson Street, Burnaby, BC","863 sq.ft.","Residential, Condo","2006","12","2","2","$2,450",NA
"$758,000","1701 233 Robson Street, Vancouver West, BC","659 sq.ft.","Residential, Condo","2009","9","1","1","$1,590",NA
"$758,000","310 928 Homer Street, Vancouver West, BC","685 sq.ft.","Residential, Condo","2006","12","1","1","$1,676",NA
"$758,000","205 5199 Brighouse Way, Richmond, BC","830 sq.ft.","Residential, Condo","2013","5","1","1","$1,835",NA
"$758,000","2002 6333 Silver Avenue, Burnaby, BC","747 sq.ft.","Residential, Condo","2015","3","2","2","$1,805",NA
"$758,000","2204 999 Seymour Street, Vancouver West, BC","503 sq.ft.","Residential, Condo","2014","4","1","1","$2,112",NA
"$758,000","3001 660 Nootka Way, Port Moody, BC","929 sq.ft.","Residential, Condo","2009","9","2","2","$2,345",NA
"$758,000","1503 4250 Dawson Street, Burnaby, BC","868 sq.ft.","Residential, Condo","2008","10","2","2","$2,506",NA
"$758,000","502 1252 Hornby Street, Vancouver West, BC","678 sq.ft.","Residential, Condo","2008","10","1","1","$1,646",NA
"$757,000","309 22327 River Road, Maple Ridge, BC","1,480 sq.ft.","Residential, Condo","2015","3","2","2","$2,993",NA
"$757,000","2507 7108 Collier Street, Burnaby, BC","1,058 sq.ft.","Residential, Condo","2006","12","2","2","$2,750",NA
"$755,900","306 2666 Duke Street, Vancouver East, BC","797 sq.ft.","Residential, Condo","2020",NA,"2","2",NA,NA
"$755,000","1104 8831 Lansdowne Road, Richmond, BC","1,357 sq.ft.","Residential, Condo","1991","27","2","2","$1,545",NA
"$755,000","204 7620 Columbia Street, Vancouver West, BC","1,125 sq.ft.","Residential, Condo","1988","30","2","2","$1,379",NA
"$750,000","1007 1238 Melville Street, Vancouver West, BC","617 sq.ft.","Residential, Condo","1995","23","1","1","$1,466",NA
"$750,000","301 1135 Quayside Drive, New Westminster, BC","1,392 sq.ft.","Residential, Condo","1989","29","3","2","$2,013",NA
"$750,000","2610 1480 Howe Street, Vancouver West, BC","421 sq.ft.","Residential, Condo","2019",NA,"1","1",NA,NA
"$750,000","2209 1008 Cambie Street, Vancouver West, BC","727 sq.ft.","Residential, Condo","1998","20","1","1","$1,661",NA
"$750,000","307 2083 W 33rd Avenue, Vancouver West, BC","750 sq.ft.","Residential, Condo","2003","15","1","1","$1,530",NA
"$750,000","702 1550 Fern Street, North Vancouver, BC","820 sq.ft.","Residential, Condo","2015","3","2","2","$2,846",NA
"$750,000","1906 1740 Comox Street, Vancouver West, BC","738 sq.ft.","Residential, Condo","1976","42","2","1","$1,876",NA
"$750,000","1109 4655 Valley Drive, Vancouver West, BC","716 sq.ft.","Residential, Condo","2001","17","1","1","$1,342",NA
"$750,000","103 290 Francis Way, New Westminster, BC","1,237 sq.ft.","Residential, Condo","2008","10","2","2","$2,455",NA
"$750,000","205 4463 W 10th Avenue, Vancouver West, BC","761 sq.ft.","Residential, Condo","2008","10","1","1","$1,698",NA
"$750,000","905 1189 Howe Street, Vancouver West, BC","630 sq.ft.","Residential, Condo","1999","19","1","1","$1,358",NA
"$750,000","505 6188 Patterson Avenue, Burnaby, BC","1,109 sq.ft.","Residential, Condo","1995","23","2","2","$1,724",NA
"$750,000","404 6088 Minoru Boulevard, Richmond, BC","1,046 sq.ft.","Residential, Condo","1997","21","2","2","$1,962",NA
"$749,999","502 4603 Hazel Street, Burnaby, BC","1,220 sq.ft.","Residential, Condo","1990","28","2","2","$2,144",NA
"$749,999","603 39 Sixth Street, New Westminster, BC","1,003 sq.ft.","Residential, Condo","2008","10","2","2","$2,341",NA
"$749,990","306 5900 Dover Crescent, Richmond, BC","1,112 sq.ft.","Residential, Condo","1995","23","3","2","$1,731",NA
"$749,900","3109 111 W Georgia Street, Vancouver West, BC","660 sq.ft.","Residential, Condo","2007","11","1","1","$1,633",NA
"$749,900","207 1535 Nelson Street, Vancouver West, BC","1,011 sq.ft.","Residential, Condo","1972","46","2","2","$1,304",NA
"$749,900","309 828 Cardero Street, Vancouver West, BC","655 sq.ft.","Residential, Condo","2003","15","1","1","$1,280",NA
"$749,900","211 2 Renaissance Square, New Westminster, BC","1,020 sq.ft.","Residential, Condo","1991","27","2","2","$1,992",NA
"$749,900","503 4888 Nanaimo Street, Vancouver East, BC","897 sq.ft.","Residential, Condo","2012","6","2","2","$1,450",NA
"$749,900","408 1633 Mackay Avenue, North Vancouver, BC","857 sq.ft.","Residential, Condo","2008","10","2","2","$1,804",NA
"$749,900","301 2239 St. Catherines Street, Vancouver East, BC","869 sq.ft.","Residential, Condo","1982","36","2","2+1","$1,375",NA
"$749,900","701 175 W 2nd Street, North Vancouver, BC","788 sq.ft.","Residential, Condo","2008","10","2","2","$2,192",NA
"$749,900","1007 110 Brew Street, Port Moody, BC","994 sq.ft.","Residential, Condo","2008","10","2","2","$2,376",NA
"$749,900","307 9213 Odlin Road, Richmond, BC","938 sq.ft.","Residential, Condo","2020",NA,"2","2",NA,NA
"$749,900","209 2255 York Avenue, Vancouver West, BC","773 sq.ft.","Residential, Condo","1975","43","1","1","$1,587",NA
"$749,900","512 108 E 1st Avenue, Vancouver East, BC","672 sq.ft.","Residential, Condo","2014","4","1","1","$1,627",NA
"$749,900","3203 5515 Boundary Road, Vancouver East, BC","785 sq.ft.","Residential, Condo","2017","1","2","2","$1,990",NA
"$749,900","404 3811 Hastings Street, Burnaby, BC","985 sq.ft.","Residential, Condo","2007","11","2","2","$2,420",NA
"$749,900","211 2333 Triumph Street, Vancouver East, BC","926 sq.ft.","Residential, Condo","1976","42","2","1","$1,513",NA
"$749,800","1002 8811 Lansdowne Road, Richmond, BC","1,252 sq.ft.","Residential, Condo","1992","26","2","2","$1,509",NA
"$749,800","706 1288 W Georgia Street, Vancouver West, BC","685 sq.ft.","Residential, Condo","1998","20","1","1","$1,627",NA
"$749,800","2306 788 Hamilton Street, Vancouver West, BC","640 sq.ft.","Residential, Condo","2009","9","1","1","$1,629",NA
"$749,000","309 5438 Rupert Street, Vancouver East, BC","845 sq.ft.","Residential, Condo","2003","15","2","2","$989",NA
"$749,000","402 1550 Fern Street, North Vancouver, BC","841 sq.ft.","Residential, Condo","2015","3","2","2","$2,583",NA
"$749,000","117 8060 Jones Road, Richmond, BC","1,140 sq.ft.","Residential, Condo","2003","15","3","2","$1,527",NA
"$749,000","705 6200 River Road, Richmond, BC","811 sq.ft.","Residential, Condo","2014","4","2","2","$1,744",NA
"$749,000","502 550 Taylor Street, Vancouver West, BC","789 sq.ft.","Residential, Condo","2005","13","2","2","$1,604",NA
"$749,000","1430 4825 Hazel Street, Burnaby, BC","1,150 sq.ft.","Residential, Condo","1990","28","2","2","$2,002",NA
"$749,000","204 235 Keith Road, West Vancouver, BC","1,100 sq.ft.","Residential, Condo","1979","39","2","2+1","$1,553",NA
"$749,000","404 1500 Pendrell Street, Vancouver West, BC","869 sq.ft.","Residential, Condo","1981","37","1","1","$1,577",NA
"$749,000","1206 2088 Madison Avenue, Burnaby, BC","998 sq.ft.","Residential, Condo","2004","14","2","2","$2,656",NA
"$749,000","401 4380 Halifax Street, Burnaby, BC","1,012 sq.ft.","Residential, Condo","2004","14","2","2","$2,271",NA
"$749,000","202 7580 Columbia Street, Vancouver West, BC","1,110 sq.ft.","Residential, Condo","1988","30","2","2","$1,898",NA
"$749,000","1505 1250 Quayside Drive, New Westminster, BC","1,004 sq.ft.","Residential, Condo","1988","30","2","2","$1,952",NA
"$749,000","1504 535 Smithe Street, Vancouver West, BC","647 sq.ft.","Residential, Condo","2010","8","1","1","$1,918",NA
"$749,000","1507 1001 Homer Street, Vancouver West, BC","606 sq.ft.","Residential, Condo","2005","13","1","1","$1,585",NA
"$749,000","205 3168 Riverwalk Avenue, Vancouver East, BC","919 sq.ft.","Residential, Condo","2015","3","2","2","$1,706",NA
"$749,000","310 707 E 20th Avenue, Vancouver East, BC","866 sq.ft.","Residential, Condo","2010","8","2","2","$1,666",NA
"$749,000","808 535 Smithe Street, Vancouver West, BC","576 sq.ft.","Residential, Condo","2010","8","1","1","$1,676",NA
"$749,000","203 2298 W 1st Avenue, Vancouver West, BC","703 sq.ft.","Residential, Condo","1986","32","1","1","$1,516",NA
"$749,000","406 2211 W 2nd Avenue, Vancouver West, BC","663 sq.ft.","Residential, Condo","1976","42","1","1","$1,567",NA
"$749,000","105 3788 W 8 Avenue, Vancouver West, BC","761 sq.ft.","Residential, Condo","1989","29","1","1","$1,461",NA
"$749,000","603 1616 W 13th Avenue, Vancouver West, BC","1,020 sq.ft.","Residential, Condo","1975","43","1","2+1","$1,619",NA
"$749,000","606 69 Jamieson Court, New Westminster, BC","1,144 sq.ft.","Residential, Condo","1992","26","2","2","$2,122",NA
"$748,800","216 12931 Railway Avenue, Richmond, BC","1,122 sq.ft.","Residential, Condo","1995","23","2","2","$1,905",NA
"$748,000","1003 7117 Elmbridge Way, Richmond, BC","886 sq.ft.","Residential, Condo","2012","6","2","2","$1,590",NA
"$748,000","902 4182 Dawson Street, Burnaby, BC","820 sq.ft.","Residential, Condo","2007","11","2","2","$2,274",NA
"$748,000","1606 7360 Elmbridge Way, Richmond, BC","931 sq.ft.","Residential, Condo","2008","10","2","2","$1,497",NA
"$748,000","2504 680 Seylynn Crescent, North Vancouver, BC","766 sq.ft.","Residential, Condo","2018",NA,"2","2",NA,NA
"$748,000","1007 888 Homer Street, Vancouver West, BC","573 sq.ft.","Residential, Condo","2011","7","1","1","$1,505",NA
"$748,000","2405 280 Ross Drive, New Westminster, BC","1,215 sq.ft.","Residential, Condo","2010","8","2","2","$2,767",NA
"$748,000","302 3001 Terravista Place, Port Moody, BC","1,052 sq.ft.","Residential, Condo","1997","21","2","2","$1,832",NA
"$748,000","600 4830 Bennett Street, Burnaby, BC","1,084 sq.ft.","Residential, Condo","1992","26","2","2","$2,135",NA
"$748,000","1604 11 E Royal Avenue, New Westminster, BC","1,102 sq.ft.","Residential, Condo","2007","11","2","2","$2,861",NA
"$748,000","252 2565 W Broadway, Vancouver West, BC","993 sq.ft.","Residential, Condo","1995","23","2","2","$1,827",NA
"$748,000","602 1185 Quayside Drive, New Westminster, BC","1,367 sq.ft.","Residential, Condo","1995","23","3","2","$2,280",NA
"$748,000","311 2738 Library Lane, North Vancouver, BC","708 sq.ft.","Residential, Condo","2018",NA,"1","1",NA,NA
"$748,000","3207 4670 Assembly Way, Burnaby, BC","663 sq.ft.","Residential, Condo","2018",NA,"1","1","$1,284",NA
"$748,000","1410 7388 Kingsway, Burnaby, BC","848 sq.ft.","Residential, Condo","2019",NA,"2","2",NA,NA
"$746,000","312 3233 Ketcheson Road, Richmond, BC","842 sq.ft.","Residential, Condo","2017","1","2","2","$1,795",NA
"$743,900","609 7008 River Parkway, Richmond, BC","810 sq.ft.","Residential, Condo","2017","1","2","2","$1,700",NA
"$740,000","1002 120 Milross Avenue, Vancouver East, BC","778 sq.ft.","Residential, Condo","2004","14","1","1","$1,686",NA
"$739,900","227 5311 Cedarbridge Way, Richmond, BC","968 sq.ft.","Residential, Condo","2016","2","2","2","$1,713",NA
"$739,900","708 939 Expo Boulevard, Vancouver West, BC","680 sq.ft.","Residential, Condo","2005","13","1","1","$1,622",NA
"$739,900","2307 928 Beatty Street, Vancouver West, BC","609 sq.ft.","Residential, Condo","2005","13","1","1","$1,636",NA
"$739,000","1103 9099 Cook Road, Richmond, BC","897 sq.ft.","Residential, Condo","2015","3","2","2","$1,787",NA
"$739,000","1509 610 Granville Street, Vancouver West, BC","523 sq.ft.","Residential, Condo","2006","12","1","1","$1,354",NA
